Symbol,Name,Description,Sector,Industry,Industry_2,Optionable,Country,URL
KPLUF,K+S AG,,,,,,,https://finviz.com/quote.ashx?t=KPLUF
KPRX,Kiora Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=KPRX
KPTI,Karyopharm Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KPTI
KR,The Kroger Co.,Grocery stores,Retail/Wholesale,RETAIL-SUPERMKT,FOOD/DRUG-RTL/WHL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KR
KRBPQ,Kiromic BioPharma,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=KRBPQ
KRC,Kilroy Realty,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRC
KRED,KONARED CORP,,,,,,,https://finviz.com/quote.ashx?t=KRED
KREF,KKR Real Estate Finance Trust,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KREF
KREVF,Keppel REIT,Real estate,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,N,SINGAPORE,https://finviz.com/quote.ashx?t=KREVF
KRFGD,OneSolution Technology Inc.,,,,,,,https://finviz.com/quote.ashx?t=KRFGD
KRG,Kite Realty Group Trust,Real estate investment trusts,Finance,REIT-EQTY TRUST - RETAIL,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRG
KRKR,36Kr,"Business services, not elsewhere classified",Business Services,BUSINESS INFO SVC,BUSINESS SERVICES,N,CHINA,https://finviz.com/quote.ashx?t=KRKR
KRMD,"KORU Medical Systems, Inc.",Surgical & medical instruments,Medical,MEDICAL INFO SYS,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRMD
KRMN,Karman Holdings Inc.,"Aircraft parts & equipment, not elsewhere classified",Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRMN
KRNT,Kornit Digital,Printing trades machinery,Industrial Products,PRINTING-COMMRL,IND PRODS/SVC,Y,ISRAEL,https://finviz.com/quote.ashx?t=KRNT
KRNY,Kearny Financial,Federal savings institutions,Finance,FIN-SVGS & LOAN,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRNY
KRO,Kronos Worldwide,Industrial inorganic chemicals,Basic Materials,CHEM-DIVERSIFD,CHEMICALS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRO
KRP,Kimbell Royalty,Crude petroleum & natural gas,Oils/Energy,OIL-US RYLTY TR,OIL-EXP&PROD,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRP
KRRO,"Korro Bio, Inc.",Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=KRRO
KRT,Karat Packaging,"Plastics products, not elsewhere classified",Industrial Products,CONTNRS-PPR/PLS,CONTNRS & GLASS,N,UNITED STATES,https://finviz.com/quote.ashx?t=KRT
KRUS,Kura Sushi USA,Eating places,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,N,UNITED STATES,https://finviz.com/quote.ashx?t=KRUS
KRYPF,KERRY PROPERTS,,,,,,,https://finviz.com/quote.ashx?t=KRYPF
KRYPY,KERRY PPTYS LTD,,,,,,,https://finviz.com/quote.ashx?t=KRYPY
KRYS,Krystal Biotech,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KRYS
KSBI,K S Bancorp,"Savings institutions, except federal",Finance,FIN-SVGS & LOAN,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=KSBI
KSCP,Knightscope,"Communications equipment, not elsewhere classified",Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=KSCP
KSEZ,Kinetic Seas Incorporated,,,,,,,https://finviz.com/quote.ashx?t=KSEZ
KSLV,KRV-SLVR ENH IN,,,,,,,https://finviz.com/quote.ashx?t=KSLV
KSPI,Joint Stock Company Kaspi.kz Sponsored ADR,"Business services, not elsewhere classified",Business Services,Financial Transaction Services,BUSINESS SERVICES,Y,,https://finviz.com/quote.ashx?t=KSPI
KSS,Kohl's,Department stores,Retail/Wholesale,RETAIL-RGN DEPT,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KSS
KT,KT,"Telephone communication, except radio",Computer and Technology,Wireless Non-US,TELECOMM SVCS,Y,"KOREA, REPUBLIC OF",https://finviz.com/quote.ashx?t=KT
KTB,Kontoor Brands,"Mens' & boy's furnishings, work clothing, & allied garments",Consumer Discretionary,TEXTILE-APPAREL,APPAREL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KTB
KTCC,Key Tronic,Printed circuit boards,Computer and Technology,ELEC PRODS-MISC,ELECTRONICS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KTCC
KTEL,KONATEL INC,,,,,,,https://finviz.com/quote.ashx?t=KTEL
KTOS,Kratos Defense & Security Solutions,Guided missiles & space vehicles & parts,Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KTOS
KTTA,Pasithea Therapeutics,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=KTTA
KUBR,Kuber Resources Corporation,,,,,,,https://finviz.com/quote.ashx?t=KUBR
KUBTY,Kubota,Iron & steel foundries,Industrial Products,MACH-FARM,MACHINERY,N,JAPAN,https://finviz.com/quote.ashx?t=KUBTY
KUKE,Kuke Music Holding Limited,Educational services,Consumer Discretionary,AUDIO/VIDEO PRD,CONSUMER ELECTRONICS,N,CHINA,https://finviz.com/quote.ashx?t=KUKE
KULR,KULR Technology Group,Electronic components & accessories,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KULR
KURA,Kura Oncology,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KURA
KURRY,Kuraray Co.,Chemicals & allied products,Basic Materials,CHEM-PLASTICS,CHEMICALS,N,JAPAN,https://finviz.com/quote.ashx?t=KURRY
KVAC,Keen Vision Acquisition Corporation,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=KVAC
KVGOF,Kavango Resources PLC,,Basic Materials,MINING -MISC,METALS-NON FERR,N,,https://finviz.com/quote.ashx?t=KVGOF
KVHI,KVH Industries,Radio & t.v. communications equipment,Computer and Technology,Communications Components,TELECOMM EQUIP,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KVHI
KVUE,Kenvue Inc.,Toilet preparations,Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KVUE
KVYO,"Klaviyo, Inc.",Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KVYO
KW,Kennedy-Wilson,Real estate,Finance,REAL ESTATE OPS,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KW
KWGBF,The Canadian Chrome Company Inc.,,,,,,,https://finviz.com/quote.ashx?t=KWGBF
KWHAF,K WAH INTL HLDG,,,,,,,https://finviz.com/quote.ashx?t=KWHAF
KWHIY,Kawasaki Heavy Industries,Private households,Industrial Products,MACH-GENL INDL,MACHINERY,N,JAPAN,https://finviz.com/quote.ashx?t=KWHIY
KWM,"K Wave Media, Ltd.",Holding & other investment offices,Consumer Discretionary,MEDIA CONGLOM,MEDIA,N,UNITED STATES,https://finviz.com/quote.ashx?t=KWM
KWR,Quaker Houghton,Miscellaneous products of petroleum & coal,Basic Materials,CHEM-SPECIALTY,CHEMICALS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KWR
KXIN,Kaixin Holdings,Automotive dealers & gasoline service stations,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,N,CHINA,https://finviz.com/quote.ashx?t=KXIN
KYCCF,Keyence,,Industrial Products,MACH-GENL INDL,MACHINERY,N,JAPAN,https://finviz.com/quote.ashx?t=KYCCF
KYIV,Kyivstar Group Ltd.,,Utilities,Wireline Non-US,UTIL-TELEPHONE,Y,,https://finviz.com/quote.ashx?t=KYIV
KYMR,Kymera Therapeutics,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KYMR
KYNC,KYN CAPITAL GRP,,,,,,,https://finviz.com/quote.ashx?t=KYNC
KYOCY,Kyocera,Semiconductors & related devices,Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,N,JAPAN,https://finviz.com/quote.ashx?t=KYOCY
KYSEY,"Kyushu Electric Power Co., Inc.",,,,,,,https://finviz.com/quote.ashx?t=KYSEY
KYTX,"Kyverna Therapeutics, Inc.","Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KYTX
KZIA,Novogen Limited,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,AUSTRALIA,https://finviz.com/quote.ashx?t=KZIA
KZR,Kezar Life Sciences,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=KZR
L,Loews,"Fire, marine, & casualty insurance",Finance,INS-MULTI LINE,INSURANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=L
LAB,STANDARD BIOTLS,Analytical instruments,Medical,MEDICAL INFO SYS,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAB
LAC,Lithium Americas Corp.,Metal mining,Basic Materials,MINING -MISC,METALS-NON FERR,Y,CANADA,https://finviz.com/quote.ashx?t=LAC
LAD,Lithia Motors,Automotive dealers & gasoline service stations,Retail/Wholesale,RET/WHLSL AUTO/TRUCK,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAD
LADR,Ladder Capital Corp,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LADR
LADX,LadRx Corporation,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LADX
LAES,SEALSQ Corp.,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,SWITZERLAND,https://finviz.com/quote.ashx?t=LAES
LAKE,Lakeland Industries,Surgical appliances & supplies,Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAKE
LAMR,Lamar Advertising,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAMR
LAND,Gladstone Land,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAND
LANV,Lanvin Group Holdings Limited,"Apparel, finished products from fabrics & similar materials",Consumer Discretionary,TEXTILE-APPAREL,APPAREL,N,CHINA,https://finviz.com/quote.ashx?t=LANV
LANZ,Lancer Orthodontics,Dental equipment & supplies,Medical,MED/DENTAL-SUPP,MED PRODS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LANZ
LAR,Lithium Americas (Argentina) Corp.,Metal mining,Basic Materials,MINING -MISC,METALS-NON FERR,Y,CANADA,https://finviz.com/quote.ashx?t=LAR
LARK,Landmark Bancorp,National commercial banks,Finance,FIN-SVGS & LOAN,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LARK
LASE,Laser Photonics Corporation,,,,,,,https://finviz.com/quote.ashx?t=LASE
LASLY,Lentuo International,Automotive dealers & gasoline service stations,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,N,CHINA,https://finviz.com/quote.ashx?t=LASLY
LASR,nLight,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LASR
LAUR,Laureate Education,Educational services,Consumer Discretionary,SCHOOLS,OTHER CONS DISC,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAUR
LAW,CS Disco,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAW
LAWR,"Robot Consulting Co., Ltd.",,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,,https://finviz.com/quote.ashx?t=LAWR
LAZ,"Lazard, Inc.",Investment advice,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAZ
LAZR,Luminar Technologies,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LAZR
LB,LandBridge Company LLC,Oil royalty traders,Oils/Energy,OIL-US INTEGRTD,OIL-INTEGRATED,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LB
LBAS,Location Based Technologies,Search & navigation equipment,Computer and Technology,ELEC PRODS-MISC,ELECTRONICS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LBAS
LBGJ,Li Bang International Corporation Inc.,Refrigeration & service industry machinery,Basic Materials,STEEL-SPECIALTY,STEEL,N,CHINA,https://finviz.com/quote.ashx?t=LBGJ
LBRDA,Liberty Broadband,Cable & other pay television services,Consumer Discretionary,CABLE TV,MEDIA,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LBRDA
LBRDK,Liberty Broadband,Cable & other pay television services,Consumer Discretionary,CABLE TV,MEDIA,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LBRDK
LBRT,Liberty Energy,"Oil & gas field services, not elsewhere classified",Oils/Energy,OIL-FIELD SVCS,OIL MACH/SVC/DRILL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LBRT
LBRX,LB Pharmaceuticals Inc,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LBRX
LBTI,Lithium & Boron Technology,Industrial inorganic chemicals,Industrial Products,MACH-ELECTRICAL,MACHINERY-ELEC,N,CHINA,https://finviz.com/quote.ashx?t=LBTI
LBTYA,Liberty Global Ltd,Cable & other pay television services,Utilities,Diversified Comm Services,UTIL-TELEPHONE,Y,BERMUDA,https://finviz.com/quote.ashx?t=LBTYA
LBTYB,Liberty Global Ltd,Cable & other pay television services,Consumer Discretionary,CABLE TV,MEDIA,N,UNITED STATES,https://finviz.com/quote.ashx?t=LBTYB
LBTYK,Liberty Global Ltd,Cable & other pay television services,Consumer Discretionary,BRDCST-RADIO/TV,MEDIA,Y,UNITED KINGDOM,https://finviz.com/quote.ashx?t=LBTYK
LBUY,Leafbuyer Technologies,Management consulting services,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=LBUY
LBWR,LABWIRE INC,,,,,,,https://finviz.com/quote.ashx?t=LBWR
LBYE,LIBERTY EGY CP,,,,,,,https://finviz.com/quote.ashx?t=LBYE
LC,LendingClub,Personal credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LC
LCCC,Lakeshore Acquisition III Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=LCCC
LCFY,Locafy,"Computer programming, data processing, & other computer related",Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,AUSTRALIA,https://finviz.com/quote.ashx?t=LCFY
LCID,Lucid Group,Motor vehicles & car bodies,Auto/Tires/Trucks,AUTO -DOMESTIC,AUTOS/TIRES/TRUCKS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LCID
LCII,LCI Industries,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LCII
LCNB,LCNB,National commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LCNB
LCUT,Lifetime Brands,"Cutlery, handtools, & general hardware",Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LCUT
LDI,loanDepot,Nondepository credit institutions,Finance,FIN-MTG&REL SVS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LDI
LDOS,Leidos,Computer integrated systems design,Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LDOS
LDTCF,LEDDARTECH HLDG,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,CANADA,https://finviz.com/quote.ashx?t=LDTCF
LDWY,"Lendway, Inc.",Agricultural production - crops,Business Services,ADVERTISING/MKTG SVCS,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=LDWY
LE,Land's End,Family clothing stores,Retail/Wholesale,RETAIL-CATLG SH,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LE
LEA,Lear,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LEA
LEAI,Legacy Education Alliance,Educational services,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=LEAI
LEAT,Leatt,"Motorcycles, bicycles, & parts",Consumer Discretionary,LEISURE&REC PRD,OTHER CONS DISC,N,SOUTH AFRICA,https://finviz.com/quote.ashx?t=LEAT
LECO,Lincoln Electric,Metalworking machinery & equipment,Industrial Products,MACH TLS&RL PRD,MACHINERY,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LECO
LEDS,SemiLEDS,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,N,"TAIWAN, PROVINCE OF CHINA",https://finviz.com/quote.ashx?t=LEDS
LEE,Lee Enterprises,Newspapers,Consumer Staples,PUBLSHG-NEWSPRS,PUBLISHING,N,UNITED STATES,https://finviz.com/quote.ashx?t=LEE
LEEN,"Leopard Energy, Inc.",Management consulting services,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,SWITZERLAND,https://finviz.com/quote.ashx?t=LEEN
LEG,Leggett & Platt,Household furniture,Consumer Discretionary,FURNITURE,HM FURN/APPLI,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LEG
LEGH,Legacy Housing,Mobile homes,Finance,REAL ESTATE OPS,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LEGH
LEGIF,LEG Immobilien,Private households,Finance,REAL ESTATE OPS,REAL ESTATE,N,GERMANY,https://finviz.com/quote.ashx?t=LEGIF
LEGN,Legend Biotech,Private households,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LEGN
LEGT,Legato Merger Corp. III,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=LEGT
LEJUY,Leju Holdings,Real estate,Finance,REAL ESTATE OPS,REAL ESTATE,N,CHINA,https://finviz.com/quote.ashx?t=LEJUY
LEKOF,LEKOIL,Crude petroleum & natural gas,Oils/Energy,International E&P,OIL-EXP&PROD,N,CAYMAN ISLANDS,https://finviz.com/quote.ashx?t=LEKOF
LEN,Lennar,General building contractors - residential buildings,Construction,BLDG-RSDNT/COMR,CONSTRUCT/BLDG SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LEN
LENZ,"LENZ Therapeutics, Inc.","Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LENZ
LEON,LEONE ASSET MGT,,,,,,,https://finviz.com/quote.ashx?t=LEON
LESL,Leslies,"Retail stores, not elsewhere classified",Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LESL
LEVGQ,Lion Electric,Motor vehicles & car bodies,Auto/Tires/Trucks,AUTO -DOMESTIC,AUTOS/TIRES/TRUCKS,N,CANADA,https://finviz.com/quote.ashx?t=LEVGQ
LEVI,Levi Strauss & Co.,"Apparel, finished products from fabrics & similar materials",Retail/Wholesale,RETAIL-APP/SHOE,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LEVI
LEXX,Lexaria Bioscience,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,CANADA,https://finviz.com/quote.ashx?t=LEXX
LFCR,"Lifecore Biomedical, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LFCR
LFEV,Life Electric Vehicles Holdings Inc.,Operative builders,Finance,FIN-CONS LOANS,FINANCE,N,UNITED STATES,https://finviz.com/quote.ashx?t=LFEV
LFIN,LongFin,Data processing & preparation,Business Services,Financial Transaction Services,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=LFIN
LFLYD,Leafly,Prepackaged software,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LFLYD
LFMD,LifeMD,Offices & clinics of medical doctors,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LFMD
LFPI,LifePoint,Surgical & medical instruments,Medical,MED PRODUCTS,MED PRODS,N,,https://finviz.com/quote.ashx?t=LFPI
LFST,LifeStance Health Group,Health services,Medical,MED-OUTP/HM CRE,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LFST
LFT,Lument Finance Trust,Real estate investment trusts,Finance,FIN-MISC SVCS,FINANCE,N,UNITED STATES,https://finviz.com/quote.ashx?t=LFT
LFUS,Littelfuse,Switchgear & switchboard apparatus,Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LFUS
LFVN,Lifevantage,Pharmaceutical preparations,Medical,MED/DENTAL-SUPP,MED PRODS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LFVN
LFWD,Lifeward Ltd.,Surgical appliances & supplies,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LFWD
LGCB,Linkage Global Inc.,Catalog & mail-order houses,Retail/Wholesale,INTERNET COMMERCE,NONFOOD RETAIL/WH,N,JAPAN,https://finviz.com/quote.ashx?t=LGCB
LGCL,Lucas GC Limited,"Computer programming, data processing, & other computer related",Business Services,Technology Services,BUSINESS SERVICES,N,CHINA,https://finviz.com/quote.ashx?t=LGCL
LGCY,Legacy Education Inc.,Educational services,Consumer Discretionary,SCHOOLS,OTHER CONS DISC,N,UNITED STATES,https://finviz.com/quote.ashx?t=LGCY
LGGNY,Legal & General Group,Investment advice,Finance,INS-MULTI LINE,INSURANCE,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=LGGNY
LGHL,Lion Group Holding,Security brokers & dealers,Finance,FIN-MISC SVCS,FINANCE,N,SINGAPORE,https://finviz.com/quote.ashx?t=LGHL
LGIH,LGI Homes,Operative builders,Finance,REAL ESTATE DEV,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LGIH
LGIQ,Logiq,"Business services, not elsewhere classified",Retail/Wholesale,INTERNET COMMERCE,NONFOOD RETAIL/WH,N,SINGAPORE,https://finviz.com/quote.ashx?t=LGIQ
LGL,The LGL Group,"Electronic components, not elsewhere classified",Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LGL
LGMK,LogicMark,Surgical appliances & supplies,Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,N,UNITED STATES,https://finviz.com/quote.ashx?t=LGMK
LGN,Legence Corp.,Construction - special trade contractors,Construction,ENGINRG/R&D SVS,CONSTRUCT/BLDG SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=LGN
LGND,Ligand Pharmaceuticals,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LGND
LGO,Largo,"Mining & quarrying of nonmetallic minerals, except fuels",Basic Materials,MINING -MISC,METALS-NON FERR,Y,CANADA,https://finviz.com/quote.ashx?t=LGO
LGRDY,LeGrand,"Electronic, electrical equipment & components, except computer equipment",Computer and Technology,ELEC MISC SERVICES,ELECTRONICS,N,FRANCE,https://finviz.com/quote.ashx?t=LGRDY
LGVN,Longeveron,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LGVN
LH,Labcorp Holdings Inc.,Medical laboratories,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LH
LHAI,Linkhome Holdings Inc.,Real estate agents & managers,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=LHAI
LHSW,Lianhe Sowell International Group Ltd,Prepackaged software,Industrial Products,Industrial Services,IND PRODS/SVC,N,CHINA,https://finviz.com/quote.ashx?t=LHSW
LHX,L3Harris Technologies,Search & navigation equipment,Aerospace,AEROSP/DEFENSE,AEROSPACE/DEFENSE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LHX
LI,Li Auto,Motor vehicles & car bodies,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,Y,CHINA,https://finviz.com/quote.ashx?t=LI
LIANY,LianBio,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=LIANY
LICN,Lichen International Limited,Management consulting services,Finance,FIN-MISC SVCS,FINANCE,N,CHINA,https://finviz.com/quote.ashx?t=LICN
LICT,LICT,"Telephone communication, except radio",Utilities,Diversified Comm Services,UTIL-TELEPHONE,N,UNITED STATES,https://finviz.com/quote.ashx?t=LICT
LIDR,AEYE INC,Motor vehicle parts & accessories,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=LIDR
LIEN,CHICAGO ATL BDC,,Finance,FIN-SBIC&COMMRL,FINANCE,N,UNITED STATES,https://finviz.com/quote.ashx?t=LIEN
LIF,"Life360, Inc.",Data processing & preparation,Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LIF
LII,Lennox International,Refrigeration & heating equipment,Construction,BLDG PRD-AIR/HT,BUILDING PRODS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=LII
LILA,Liberty Latin America,Cable & other pay television services,Computer and Technology,Wireless National,TELECOMM SVCS,Y,BERMUDA,https://finviz.com/quote.ashx?t=LILA
